Date,Predicted
2023-12-17,-5.671860901673121
2023-12-18,-5.682149744963322
2023-12-19,-5.7591121079906875
2023-12-20,-5.906383824357252
2023-12-21,-6.017254260533751
2023-12-22,-5.59185599256964
2023-12-23,-5.584085577764693
2023-12-24,-5.620631515509321
2023-12-25,-5.672029288650337
2023-12-26,-5.749261568260979
2023-12-27,-5.862989842142981
2023-12-28,-5.993201436182277
2023-12-29,-6.1947992608629985
2023-12-30,-6.25975723207536
2023-12-31,-6.392645909184737
2024-01-01,-6.545999613661302
2024-01-02,-6.210818607406721
2024-01-03,-6.160887663807935
2024-01-04,-5.6700397069423305
2024-01-05,-5.76130259910205
2024-01-06,-5.761232439830487
2024-01-07,-5.844306649885115
2024-01-08,-5.7832304175882125
2024-01-09,-5.635069778828614
2024-01-10,-5.658374776905656
2024-01-11,-5.626392550989764
2024-01-12,-5.688457439676863
2024-01-13,-5.623530919621323
2024-01-14,-5.707726210027125
2024-01-15,-5.7430359716334225
2024-01-16,-5.833838255833263
2024-01-17,-5.908709800421889
2024-01-18,-6.075506863435037
2024-01-19,-5.8819909126423155
2024-01-20,-5.988112436099673
2024-01-21,-6.203633558389821
2024-01-22,-6.373740447145545
2024-01-23,-6.305871642644368
2024-01-24,-6.494864505744739
2024-01-25,-6.5601257943519435
2024-01-26,-6.674188496126747
2024-01-27,-6.645748345748674
2024-01-28,-6.703925022347897
2024-01-29,-6.672806702521864
2024-01-30,-5.198394606674822
2024-01-31,-5.212183348271605
2024-02-01,-6.7067893962100245
2024-02-02,-6.707852862327846
2024-02-03,-6.564952939780227
2024-02-04,-5.6205753716553275
2024-02-05,-5.256010658740977
2024-02-06,-5.37388854323625
2024-02-07,-6.495475086026913
2024-02-08,-5.325119094246084
2024-02-09,-6.700466075030183
2024-02-10,-6.6783478182849105
2024-02-11,-6.662158160657485
2024-02-12,-6.663119057642744
2024-02-13,-6.659900156853792
2024-02-14,-6.659717057856385
2024-02-15,-6.6878143209743515
2024-02-16,-6.659667710745888
2024-02-17,-6.671323037842009
2024-02-18,-6.688992837062842
2024-02-19,-5.53653652668285
2024-02-20,-5.286780217713368
2024-02-21,-5.231335777686025
2024-02-22,-6.690792930387711
2024-02-23,-6.692795900361838
2024-02-24,-6.632313956692062
2024-02-25,-6.633215865028993
2024-02-26,-6.553477263047113
2024-02-27,-6.607905073452065
2024-02-28,-6.632218428590936
2024-02-29,-6.646368312086158
2024-03-01,-6.6086734405838365
2024-03-02,-6.514249363457845
2024-03-03,-6.0349588302431165
2024-03-04,-6.211861437273708
2024-03-05,-6.3810802847684664
2024-03-06,-6.011670203899596
2024-03-07,-5.5882423804102475
2024-03-08,-5.596728440917739
2024-03-09,-5.63710867907347
2024-03-10,-5.690238217294094
2024-03-11,-5.7892119677481215
2024-03-12,-5.610046830045708
2024-03-13,-5.540431805214771
2024-03-14,-5.588563422480598
2024-03-15,-5.648842585120876
2024-03-16,-5.698093881163453
2024-03-17,-5.5792293787319585
2024-03-18,-5.577489279733664
2024-03-19,-5.542596939599002
2024-03-20,-5.531991299916229
2024-03-21,-5.510254107546476
2024-03-22,-5.549627469893911
2024-03-23,-5.577306745486414
2024-03-24,-5.621648776329257
2024-03-25,-5.672985872931797
2024-03-26,-5.710842197218329
2024-03-27,-5.74285054837269
2024-03-28,-5.825407783828657
2024-03-29,-5.982398112589264
2024-03-30,-6.166072101427951
2024-03-31,-6.2494308312939415
2024-04-01,-6.312652430808393
2024-04-02,-6.122093343866316
2024-04-03,-5.9285449156479695
2024-04-04,-6.115803893276455
2024-04-05,-6.254023445647633
2024-04-06,-6.329267948094662
2024-04-07,-6.428886611583734
2024-04-08,-6.552688535806903
2024-04-09,-6.507858026676722
2024-04-10,-6.362592242393242
2024-04-11,-6.522673795750919
2024-04-12,-6.600345564791037
2024-04-13,-5.563112964993587
2024-04-14,-5.466196053018139
2024-04-15,-5.470547368612856
2024-04-16,-5.497349663306689
2024-04-17,-5.529904677886182
2024-04-18,-5.553110492858335
2024-04-19,-5.578229794836807
2024-04-20,-5.632170357804702
2024-04-21,-5.571929154781696
2024-04-22,-5.610606831811459
2024-04-23,-5.655637830485665
2024-04-24,-5.741434905735707
2024-04-25,-5.6429144356948875
2024-04-26,-5.653220369492597
2024-04-27,-5.763186468328183
2024-04-28,-5.844411877632964
2024-04-29,-5.950879087906764
2024-04-30,-6.117609537534637
2024-05-01,-5.973174731040355
2024-05-02,-6.119574580621454
2024-05-03,-6.296197317462566
2024-05-04,-6.164828608642384
2024-05-05,-6.338268589621936
2024-05-06,-6.427109098807439
2024-05-07,-6.577736125353115
2024-05-08,-6.64460782553066
2024-05-09,-5.183980899839494
2024-05-10,-6.640308177960366
2024-05-11,-6.641475049203461
2024-05-12,-6.62920619123544
2024-05-13,-6.641902169585829
2024-05-14,-6.6295628377431814
2024-05-15,-6.659835807969613
2024-05-16,-6.630957309019854
2024-05-17,-6.634775533891481
2024-05-18,-6.5883046452687255
2024-05-19,-6.611757519487536
2024-05-20,-5.285451242188584
2024-05-21,-6.300844437826434
2024-05-22,-6.453003586634503
2024-05-23,-6.5436460947082375
2024-05-24,-6.6026520845553645
2024-05-25,-6.597455280846258
2024-05-26,-6.6048890612022895
2024-05-27,-6.599186242288937
2024-05-28,-6.615987747082034
2024-05-29,-6.636029035853116
2024-05-30,-6.6168913543542365
2024-05-31,-6.609789844583509
2024-06-01,-6.591327003081485
2024-06-02,-6.581986487676276
2024-06-03,-6.60976131275697
2024-06-04,-6.579435661877176
2024-06-05,-6.562724998784379
