Date,Pred
2024-01-08,-5.790489839462337
2024-01-09,-5.339263869943446
2024-01-10,-5.321901244047482
2024-01-11,-5.45553911474501
2024-01-12,-5.6149820186148744
2024-01-13,-5.463021083687227
2024-01-14,-5.956612456686916
2024-01-15,-6.061458627980565
2024-01-16,-6.240867271896516
2024-01-17,-6.205755469908217
2024-01-18,-6.221218803021333
2024-01-19,-6.192795601925599
2024-01-20,-6.078364363258563
2024-01-21,-6.5333103492746485
2024-01-22,-6.671636829177112
2024-01-23,-6.01272503894442
2024-01-24,-5.956637751517608
2024-01-25,-6.308264160786767
2024-01-26,-6.3578003034936
2024-01-27,-6.4923666586817745
2024-01-28,-6.848896314721539
2024-01-29,-6.633831068998811
2024-01-30,-6.733085529477382
2024-01-31,-6.628665828064062
2024-02-01,-6.295861329659334
2024-02-02,-6.508507254599395
2024-02-03,-6.716261143582371
2024-02-04,-6.794210187601136
2024-02-05,-6.842488716366077
2024-02-06,-6.808641050382036
2024-02-07,-6.856361497469798
2024-02-08,-6.920621665470782
2024-02-09,-6.852764463296832
2024-02-10,-6.702132256193167
2024-02-11,-6.83913373515713
2024-02-12,-6.801216119537424
2024-02-13,-6.429123753891709
2024-02-14,-6.45408910605283
2024-02-15,-6.671384555900178
2024-02-16,-6.461099152055815
2024-02-17,-6.453837778009875
2024-02-18,-6.658435087726591
2024-02-19,-6.794693824712711
2024-02-20,-6.503393061616364
2024-02-21,-6.273612690629877
2024-02-22,-6.384082970201667
2024-02-23,-6.476256080866786
2024-02-24,-6.283344961100332
2024-02-25,-6.460492588866976
2024-02-26,-6.124001290287378
2024-02-27,-6.25894858626485
2024-02-28,-6.231927115792471
2024-02-29,-5.322928201784352
2024-03-01,-5.626190058642598
2024-03-02,-6.014868464236128
2024-03-03,-5.742432003474054
2024-03-04,-5.265594708765036
2024-03-05,-5.405660939583484
2024-03-06,-4.8274866170836965
2024-03-07,-5.3315873387436055
2024-03-08,-5.08841045299468
2024-03-09,-5.4381399210491725
2024-03-10,-5.924876940389952
2024-03-11,-5.999061219994015
2024-03-12,-5.315685725339326
2024-03-13,-5.259840041635897
2024-03-14,-5.384543095969669
2024-03-15,-5.3475487859103445
2024-03-16,-4.992470094394754
2024-03-17,-5.190050793410679
2024-03-18,-5.498865912486555
2024-03-19,-5.605863164255289
2024-03-20,-5.163905861507107
2024-03-21,-5.279490836514003
2024-03-22,-5.509753116046856
2024-03-23,-5.506651092602898
2024-03-24,-5.928146066851163
2024-03-25,-5.948783260185548
2024-03-26,-6.00036381523097
2024-03-27,-5.79740038502111
2024-03-28,-5.712695028425355
2024-03-29,-6.109749811673767
2024-03-30,-5.884422238096933
2024-03-31,-6.317214288918055
2024-04-01,-6.623500214980561
2024-04-02,-5.899191733018977
2024-04-03,-5.722853782605915
2024-04-04,-5.974206978301905
2024-04-05,-6.16493274219153
2024-04-06,-6.036915429465252
2024-04-07,-6.630267836101082
2024-04-08,-6.71799022287988
2024-04-09,-6.609230237286723
2024-04-10,-6.416173875496453
2024-04-11,-6.290833573473273
2024-04-12,-6.477793613436635
2024-04-13,-4.964068726602616
2024-04-14,-4.903030866531758
2024-04-15,-5.1505595054257505
2024-04-16,-5.358053696948234
2024-04-17,-5.230404005709168
2024-04-18,-5.489026341363406
2024-04-19,-5.622207968142662
2024-04-20,-5.519467040081243
2024-04-21,-5.956310828014307
2024-04-22,-6.108411341884316
2024-04-23,-6.094392245838192
2024-04-24,-6.183683942739367
2024-04-25,-4.908255925786161
2024-04-26,-5.572582332749139
2024-04-27,-5.472077118294458
2024-04-28,-5.587956959901097
2024-04-29,-6.0514504072480495
2024-04-30,-5.851533617512002
2024-05-01,-5.649543226034168
2024-05-02,-5.5110995927425055
2024-05-03,-5.957719277087172
2024-05-04,-6.188455973488623
2024-05-05,-6.456175618834083
2024-05-06,-6.273879282435648
2024-05-07,-6.214204013954017
2024-05-08,-6.355336007720165
2024-05-09,-6.12003761126734
2024-05-10,-6.405938304392407
2024-05-11,-6.370240185966647
2024-05-12,-6.692160624685587
2024-05-13,-6.859878574912109
2024-05-14,-6.404091556002188
2024-05-15,-6.3677350451672305
2024-05-16,-6.364328749488083
2024-05-17,-6.477965233075809
2024-05-18,-6.552386167329377
2024-05-19,-6.770125055288483
2024-05-20,-6.717350243563407
2024-05-21,-6.47141627800476
2024-05-22,-6.151716823403574
2024-05-23,-6.3312133011231255
2024-05-24,-5.996101719711618
2024-05-25,-6.311703916564165
