Date,Pred
2024-01-02,-6.270962674691241
2024-01-03,-6.095791607251532
2024-01-04,-4.630852594768763
2024-01-05,-5.887167854465353
2024-01-06,-5.49079904430887
2024-01-07,-5.744429904176808
2024-01-08,-5.796004381629801
2024-01-09,-5.333607043281674
2024-01-10,-5.318239942736071
2024-01-11,-5.45445393730474
2024-01-12,-5.617381368285954
2024-01-13,-5.463989936994307
2024-01-14,-5.963318822417318
2024-01-15,-6.067121896755971
2024-01-16,-6.24688203963852
2024-01-17,-6.209517186556731
2024-01-18,-6.2231636729093704
2024-01-19,-6.19423095762842
2024-01-20,-6.078251361422403
2024-01-21,-6.540337865180462
2024-01-22,-6.679474232148635
2024-01-23,-6.0097937564341395
2024-01-24,-5.953901755224251
2024-01-25,-6.310965101022601
2024-01-26,-6.36155365045828
2024-01-27,-6.498954537240484
2024-01-28,-6.858142822923522
2024-01-29,-6.6367619298178955
2024-01-30,-6.7365500810709555
2024-01-31,-6.629583856376276
2024-02-01,-6.292201813246738
2024-02-02,-6.510127659173784
2024-02-03,-6.720979698210254
2024-02-04,-6.799633964746604
2024-02-05,-6.847624044550537
2024-02-06,-6.811123698116169
2024-02-07,-6.858717254284196
2024-02-08,-6.923706591798243
2024-02-09,-6.854749003775668
2024-02-10,-6.702215040088939
2024-02-11,-6.841453752627887
2024-02-12,-6.803044211754085
2024-02-13,-6.426241166778507
2024-02-14,-6.452855449752806
2024-02-15,-6.673687715175978
2024-02-16,-6.4607919893421215
2024-02-17,-6.454381269434372
2024-02-18,-6.661462206010649
2024-02-19,-6.798833367717316
2024-02-20,-6.5030305457100654
2024-02-21,-6.270084733199204
2024-02-22,-6.38298453026743
2024-02-23,-6.47738108961767
2024-02-24,-6.282797203544958
2024-02-25,-6.462998412436405
2024-02-26,-6.120952994239018
2024-02-27,-6.258721508007213
2024-02-28,-6.232050983459706
2024-02-29,-5.310707031749687
2024-03-01,-5.622492026874374
2024-03-02,-6.01791821662057
2024-03-03,-5.741997649673943
2024-03-04,-5.259902498947433
2024-03-05,-5.401711262532862
2024-03-06,-4.816260123489395
2024-03-07,-5.331658971701371
2024-03-08,-5.086210289401832
2024-03-09,-5.441044846843522
2024-03-10,-5.933880344807779
2024-03-11,-6.004792825180536
2024-03-12,-5.310162429379468
2024-03-13,-5.253693293413706
2024-03-14,-5.381636449954252
2024-03-15,-5.346692001547666
2024-03-16,-4.988989951392761
2024-03-17,-5.19002830688024
2024-03-18,-5.502877179140791
2024-03-19,-5.6104423700332156
2024-03-20,-5.161371378158539
2024-03-21,-5.2783226885421035
2024-03-22,-5.5115835399707365
2024-03-23,-5.508605898416789
2024-03-24,-5.936491880122931
2024-03-25,-5.9545751366532205
2024-03-26,-6.004508406004106
2024-03-27,-5.797293321214985
2024-03-28,-5.710731050218607
2024-03-29,-6.1147166800069
2024-03-30,-5.885768596366991
2024-03-31,-6.324985188305333
2024-04-01,-6.633535239512668
2024-04-02,-5.895952642028659
2024-04-03,-5.7183362328057665
2024-04-04,-5.97398931042575
2024-04-05,-6.168741757706629
2024-04-06,-6.040355515092715
2024-04-07,-6.640639529377033
2024-04-08,-6.725768139893642
2024-04-09,-6.61286857844112
2024-04-10,-6.416065737300762
2024-04-11,-6.288313958212244
2024-04-12,-6.479708963934483
2024-04-13,-4.946050738802539
2024-04-14,-4.890137738072177
2024-04-15,-5.145956895760493
2024-04-16,-5.359156125660981
2024-04-17,-5.232315445001921
2024-04-18,-5.491977899913819
2024-04-19,-5.624132405822745
2024-04-20,-5.518444168537991
2024-04-21,-5.961282432757388
2024-04-22,-6.113748188951517
2024-04-23,-6.098145633143355
2024-04-24,-6.187387019082417
2024-04-25,-4.892345680152698
2024-04-26,-5.570521596278728
2024-04-27,-5.470681916766117
2024-04-28,-5.590140895198287
2024-04-29,-6.061697484327181
2024-04-30,-5.854049708434996
2024-05-01,-5.6483779915332235
2024-05-02,-5.507788922351699
2024-05-03,-5.961443034397005
2024-05-04,-6.196305458956505
2024-05-05,-6.465965418236788
2024-05-06,-6.27782284267524
2024-05-07,-6.214689925230598
2024-05-08,-6.3574111970758835
2024-05-09,-6.118905377051316
2024-05-10,-6.4104940087942435
2024-05-11,-6.373791398538582
2024-05-12,-6.69929887976806
2024-05-13,-6.867943439356332
2024-05-14,-6.403218882545225
2024-05-15,-6.366914218248932
2024-05-16,-6.363928808770759
2024-05-17,-6.480156822894298
2024-05-18,-6.556789558517611
2024-05-19,-6.776412603490623
2024-05-20,-6.721075356653735
2024-05-21,-6.470534656443441
2024-05-22,-6.1466794067649975
2024-05-23,-6.330401643054797
2024-05-24,-5.992138845055698
2024-05-25,-6.314455372511457
2024-05-26,-6.5531558315280956
2024-05-27,-6.687733399236712
2024-05-28,-6.5492530209487825
2024-05-29,-6.350588989650513
2024-05-30,-6.553379628417694
2024-05-31,-6.591527484390991
2024-06-01,-6.662923393492409
2024-06-02,-7.137216243025983
2024-06-03,-6.985566409573551
2024-06-04,-6.861102833035167
2024-06-05,-6.936451262457819
2024-06-06,-7.100211806024107
2024-06-07,-7.035918005808574
2024-06-08,-5.5249186672162764
2024-06-09,-6.563994111275784
2024-06-10,-6.74504055082852
2024-06-11,-6.5194193759558585
2024-06-12,-5.899467202198718
2024-06-13,-6.143724578695732
2024-06-14,-6.347341297807956
2024-06-15,-6.0597017718616355
2024-06-16,-6.581162821597157
2024-06-17,-6.6280927605161795
2024-06-18,-6.090006912644512
2024-06-19,-5.548361563740611
2024-06-20,-6.18681160424471
2024-06-21,-6.121356890161442
2024-06-22,-6.033991861394501
2024-06-23,-6.435519147686474
2024-06-24,-6.572355408629766
2024-06-25,-5.930422336691853
