Predicted
-5.580646528596704
-5.475878304176393
-5.4579441367332615
-5.232572161746452
-5.308165438719102
-5.307543085083033
-5.349751340769648
-5.316355896389542
-5.177836712334966
-5.20635992259026
-5.1602690715790525
-5.237943407135449
-5.154853341480247
-5.6278871391575365
-5.292569004564287
-5.348575800661608
-5.374265090563884
-5.605649806897083
-5.372257469809324
-5.412140224661715
-5.477349810327965
-5.534444707515381
-5.504613634227357
-5.562139880908483
-5.599975359107676
-5.644359231089833
-5.648913888510684
-5.693067189439655
-5.743474245121144
-5.727272480518519
-5.741296257126865
-5.739785503774449
-5.778632232209614
-5.804771887854859
-5.7969171537213935
-5.75865160809673
-5.7939105275310645
-5.819260141374831
-5.791513580784912
-5.807149308711713
-5.810905385042201
-5.843656157528925
-5.840002395766374
-5.860153617152261
-5.853742263629076
-6.025040651633518
-5.845794901809001
-5.813530280979706
-5.824442109053353
-5.820883452778723
-5.793714965307982
-5.77508690057824
-5.811148719025655
-5.799660539815973
-5.826173010457806
-5.687701124999055
-5.6226730697571226
-5.660857104711434
-5.701104749782572
-5.851257507143788
-5.787529236144939
-5.599048328075979
-5.4090641347331285
-5.476956957175173
-5.544281167814751
-5.398257000579834
-5.109818328127676
-5.383802421021252
-5.458586765248157
-5.221098825900741
-5.2901421454177004
-5.545805958824237
-5.0107653280337985
-5.107838037223683
-5.187305003955197
-5.229699753383424
-5.493504685333711
-5.088830569841079
-5.000626976961938
-4.936261500993653
-4.891470357433646
-4.993191831131148
-5.069990487062977
-5.140528743288348
-5.2030809983810355
-5.232709826128964
-5.262698549518738
-5.31283491273897
-5.385914232961072
-5.448776335493499
-5.481574565939155
-5.5133604935595
-5.62314903904213
-5.3658129667553265
-5.435471868803424
-5.486207579001151
-5.514232171237353
-5.561757349281296
-5.614873659173411
-5.599875343968112
-5.682630745735864
-5.602165183015718
-5.649745361257326
-5.024129113235126
-4.743130302383964
-4.7778405005913696
-4.840348683177297
-4.933392377762876
-5.00982997439811
-5.0760360301206395
-5.165575358578899
-5.061500252570011
-5.142053481565386
-5.188575097223221
-5.269533475795409
-5.161402122695248
-5.178054428020806
-5.6354367546845285
-5.335571611061507
-5.3871112916019985
-5.451491437989972
-5.5891214432372935
-5.449431837597203
-5.511887577806075
-5.466697623053027
-5.5278720328651625
-5.852464648614082
-5.619098592248002
-5.659067131397208
-5.6914412798602
-5.720773155381103
-5.634944360087526
-5.663312773774074
-5.70421694286179
-5.74406904545654
-5.809924970807772
-5.678306767567576
-5.685687170934549
-5.638318760498263
-5.687504241853747
-5.663087036025815
-5.5123683604512514
-5.573580738726862
-5.622762893963679
-5.65810764326807
-5.653284182139474
-5.676004297557669
-5.952953173760531
-5.695769388978865
-5.734240914737797
-5.753236502445232
-5.792215602734909
-5.8253635633151575
-5.857868703248694
-5.8781088700417445
-5.874436397408227
-5.8950037448221835
-5.9109585631579815
-5.925804943583077
-5.790890767876236
-5.720267722171397
-5.736221242216914
-5.761651722973602
-5.716279444753374
-5.683617870015354
-5.591482808072898
-5.617827005639925
-5.670264364097635
-5.701220379950119
-5.5735916108117145
-5.425568641296878
-5.454442534748161
-5.5227731537713245
-5.582488524611663
-5.589214015786497
-5.642226804429914
-5.676028573976142
-5.654576846972059
-5.705104529227071
-5.741951155956825
-5.767173318862256
-5.807288631501316
-5.784935932830445
-5.80887196109591
-5.825254859829582
-5.7542534477593295
-5.55652400807436
