Date,Pred
2024-01-01,0.20116159667048952
2024-01-02,0.2593144335944867
2024-01-03,0.22542435558033744
2024-01-04,0.20189683171490577
2024-01-05,0.22308575483877893
2024-01-06,0.20521396777463424
2024-01-07,0.21430950619547104
2024-01-08,0.1503151362983731
2024-01-09,0.216113230712329
2024-01-10,0.16628759444454436
2024-01-11,0.19918034776343801
2024-01-12,0.2296019931254281
2024-01-13,0.18237077926887002
2024-01-14,0.20099679677096277
2024-01-15,0.17660833408337473
2024-01-16,0.1761788833872606
2024-01-17,0.2037777971241054
2024-01-18,0.2115799365746945
2024-01-19,0.18643003256659654
2024-01-20,0.17052105814889945
2024-01-21,0.17362606608473538
2024-01-22,0.18890696701437248
2024-01-23,0.1613172776833883
2024-01-24,0.15183869630611652
2024-01-25,0.16529867049611796
2024-01-26,0.14643276519931575
2024-01-27,0.15836769225011985
2024-01-28,0.17067663166642522
2024-01-29,0.1506850123184107
2024-01-30,0.1758208103443583
2024-01-31,0.17406513097259585
2024-02-01,0.15607296359846448
2024-02-02,0.151284646683714
2024-02-03,0.1475586500341522
2024-02-04,0.1749023328071973
2024-02-05,0.15225842864569056
2024-02-06,0.15035367290074825
2024-02-07,0.14508040987975926
2024-02-08,0.16298709506425502
2024-02-09,0.1562517999313689
2024-02-10,0.16823361114118585
2024-02-11,0.16350381279722123
2024-02-12,0.17303601649065578
2024-02-13,0.1908762240387826
2024-02-14,0.16528681129428727
2024-02-15,0.17899409101508135
2024-02-16,0.17671958374895105
2024-02-17,0.19587226478837783
2024-02-18,0.17913891292813014
2024-02-19,0.18646247081065567
2024-02-20,0.2139340798941528
2024-02-21,0.20653708326872638
2024-02-22,0.19063720665139647
2024-02-23,0.1955213535989056
2024-02-24,0.16579872781791255
2024-02-25,0.18429744151371868
2024-02-26,0.1993989532899475
2024-02-27,0.21985642126140936
2024-02-28,0.20730642616384154
2024-02-29,0.21971195005444047
2024-03-01,0.1944064882807108
2024-03-02,0.20960780803923484
2024-03-03,0.24145662002092289
2024-03-04,0.2628569738043312
2024-03-05,0.26426705415307206
2024-03-06,0.2031480376527229
2024-03-07,0.24629108890205376
2024-03-08,0.2889565691080507
2024-03-09,0.2781250501338565
2024-03-10,0.2797269615325139
2024-03-11,0.23906945467871926
2024-03-12,0.26852821438868535
2024-03-13,0.3219129816208445
2024-03-14,0.32180694212010486
2024-03-15,0.31773348752374175
2024-03-16,0.3353657041574015
2024-03-17,0.25976558969101715
2024-03-18,0.303061310433848
2024-03-19,0.27745897482171394
2024-03-20,0.2059502710941937
2024-03-21,0.2570981599665342
2024-03-22,0.25960202624450956
2024-03-23,0.23460525042939467
2024-03-24,0.2413333938535911
2024-03-25,0.24583191265184817
2024-03-26,0.26092234634150235
2024-03-27,0.2920847002801558
2024-03-28,0.26595327772354616
2024-03-29,0.27868167604137534
2024-03-30,0.27420542461939645
2024-03-31,0.2482024616692902
2024-04-01,0.28521407038079005
2024-04-02,0.2709508890835717
2024-04-03,0.23879512683193638
2024-04-04,0.22427852882953112
2024-04-05,0.24195146303264253
2024-04-06,0.21928146673189056
2024-04-07,0.22761600296712187
2024-04-08,0.2191767812308074
2024-04-09,0.2598076673529144
2024-04-10,0.22741029645610294
2024-04-11,0.23703352743757594
2024-04-12,0.26379235714508986
2024-04-13,0.227960783202168
2024-04-14,0.14920227003209816
2024-04-15,0.2033802834851454
2024-04-16,0.16897329403272113
2024-04-17,0.18978928594399005
2024-04-18,0.16232477478638888
2024-04-19,0.17489111942575633
2024-04-20,0.1472675646370612
2024-04-21,0.19906720853465007
2024-04-22,0.17718833563684858
2024-04-23,0.2010231941967377
2024-04-24,0.18378422013502885
2024-04-25,0.23210343322319058
2024-04-26,0.21143458030630877
2024-04-27,0.19788993690760792
2024-04-28,0.2094807946168175
2024-04-29,0.19855334360983154
2024-04-30,0.21478087257705414
2024-05-01,0.17249980428604678
2024-05-02,0.17992621229429287
2024-05-03,0.16166309323061778
2024-05-04,0.1888707473052611
2024-05-05,0.18730831939981993
2024-05-06,0.20264253469344473
2024-05-07,0.20004141660413619
2024-05-08,0.19687270028445056
2024-05-09,0.17298657012639262
2024-05-10,0.2067895824593835
2024-05-11,0.1861301501033141
2024-05-12,0.1780580827643996
2024-05-13,0.1722259823045184
2024-05-14,0.18882068362434098
2024-05-15,0.15481102044009645
2024-05-16,0.18697952849447927
2024-05-17,0.15463210475276598
2024-05-18,0.17994340670206205
2024-05-19,0.19437241830932722
2024-05-20,0.14970861885423806
2024-05-21,0.19231616263766377
2024-05-22,0.19309528493190808
2024-05-23,0.190912420144982
2024-05-24,0.16766399958058234
2024-05-25,0.17948325071423224
2024-05-26,0.19743830247381705
2024-05-27,0.17894977173168441
2024-05-28,0.20001300217012752
2024-05-29,0.2017634426617348
2024-05-30,0.18809083209387611
2024-05-31,0.18827402301566268
2024-06-01,0.18113602057153863
2024-06-02,0.1941442104490885
2024-06-03,0.17801348868596212
2024-06-04,0.17349143001425651
2024-06-05,0.17600671182555727
2024-06-06,0.19110749074574437
2024-06-07,0.20070342785764084
2024-06-08,0.18995005739093387
2024-06-09,0.1553169416213045
2024-06-10,0.17908521202631647
2024-06-11,0.18519895915951323
2024-06-12,0.14735998494754243
2024-06-13,0.1900018657740065
2024-06-14,0.16797317296555087
2024-06-15,0.1477447847079434
2024-06-16,0.14490438798652863
2024-06-17,0.1831938310076502
2024-06-18,0.17362508776466876
2024-06-19,0.12453485582711683
2024-06-20,0.1462696281040302
2024-06-21,0.1383803180834819
2024-06-22,0.15281964557649316
2024-06-23,0.1398156800854603
2024-06-24,0.12565975029264653
2024-06-25,0.12042670444401686
2024-06-26,0.14118054305822078
2024-06-27,0.13406672377833445
2024-06-28,0.14984259258165022
2024-06-29,0.13730621199494525
2024-06-30,0.12406946105630368
2024-07-01,0.13687992660543158
2024-07-02,0.1382982663571865
2024-07-03,0.16774114747807373
2024-07-04,0.17526407344223804
2024-07-05,0.12795519391221616
2024-07-06,0.11105315986952599
2024-07-07,0.17350810007180756
2024-07-08,0.1121666215500212
2024-07-09,0.11965697419319471
2024-07-10,0.14153712732719506
2024-07-11,0.14737564534906247
2024-07-12,0.13241216920347235
2024-07-13,0.12376394846756891
2024-07-14,0.12257934478962193
2024-07-15,0.14029041956017557
2024-07-16,0.15551742272453037
2024-07-17,0.16747628401001202
2024-07-18,0.15955661778294764
2024-07-19,0.13701942776298554
2024-07-20,0.15547756675739713
2024-07-21,0.15261080730706203
2024-07-22,0.17646241894108794
2024-07-23,0.16850054058499359
2024-07-24,0.15350247758805155
2024-07-25,0.1448384801513799
2024-07-26,0.1212255445378234
2024-07-27,0.1397398923964532
2024-07-28,0.1465758219155388
2024-07-29,0.14097412621293468
2024-07-30,0.14155118907908473
2024-07-31,0.14378171082259825
2024-08-01,0.13573952344858944
2024-08-02,0.16651943580788536
2024-08-03,0.13661853386977751
2024-08-04,0.143499559888366
2024-08-05,0.11479376554157097
2024-08-06,0.10937301360090344
2024-08-07,0.12919788592144005
2024-08-08,0.0754279342308929
2024-08-09,0.13015775567742768
2024-08-10,0.11872418121391277
2024-08-11,0.14175558250632156
2024-08-12,0.10428344263773387
2024-08-13,0.11354748827175519
2024-08-14,0.12586867246839167
2024-08-15,0.1327098153765703
2024-08-16,0.11675429100995555
2024-08-17,0.10372200294034445
2024-08-18,0.1166788723440913
2024-08-19,0.10416443509878201
2024-08-20,0.11324086904849838
2024-08-21,0.11103519517144249
2024-08-22,0.13106191150207638
2024-08-23,0.11429378470157323
2024-08-24,0.13752085233130218
2024-08-25,0.15744728154982615
2024-08-26,0.15913267022505662
2024-08-27,0.151819362406189
2024-08-28,0.13325481298874958
2024-08-29,0.12882469557730952
2024-08-30,0.11909921360257553
2024-08-31,0.14015763341926776
2024-09-01,0.13638280110805057
2024-09-02,0.09566175717754746
2024-09-03,0.1429499488203684
2024-09-04,0.10917847372417583
2024-09-05,0.13528999334590353
2024-09-06,0.12149333577343219
2024-09-07,0.1027240587907047
2024-09-08,0.10925668623027948
2024-09-09,0.1168071219854125
2024-09-10,0.12203541184664271
2024-09-11,0.13512561632924502
2024-09-12,0.11674538276986439
2024-09-13,0.1189563695252917
2024-09-14,0.1358213819171319
2024-09-15,0.1430071609101524
2024-09-16,0.1328542611926139
2024-09-17,0.12325918460303757
2024-09-18,0.11214824981574521
2024-09-19,0.11773261289828135
2024-09-20,0.12749919766584916
2024-09-21,0.12135531885150495
2024-09-22,0.14584090193437355
2024-09-23,0.12661096491280754
2024-09-24,0.12347339015788829
2024-09-25,0.14281639759577772
2024-09-26,0.12007975657680366
2024-09-27,0.14279016863023375
2024-09-28,0.14867592321590253
2024-09-29,0.14174432825644834
2024-09-30,0.16076278759552667
2024-10-01,0.16215950038538848
2024-10-02,0.13954603706066848
2024-10-03,0.12000689966126342
2024-10-04,0.11253040701347256
2024-10-05,0.12516269550097303
2024-10-06,0.1225915414566487
2024-10-07,0.13688012699288868
2024-10-08,0.1345638795345544
2024-10-09,0.13038680950016995
2024-10-10,0.11854874280015697
2024-10-11,0.10755546756880875
2024-10-12,0.11770406938243674
2024-10-13,0.12236091439724281
2024-10-14,0.10257255903584564
2024-10-15,0.1292951739374091
2024-10-16,0.13278677832556238
2024-10-17,0.12976476700500827
2024-10-18,0.10761202699566111
2024-10-19,0.12043815716775359
2024-10-20,0.10130265454569184
2024-10-21,0.14335760410928242
2024-10-22,0.12778296287757845
2024-10-23,0.12955937537953108
2024-10-24,0.11695376177904278
2024-10-25,0.1446199423020114
2024-10-26,0.11127351703509873
2024-10-27,0.1076340251813739
2024-10-28,0.10671307384922166
2024-10-29,0.10045092202789355
2024-10-30,0.1316522675415499
2024-10-31,0.13842922122748427
2024-11-01,0.11301138016161931
2024-11-02,0.11570478080546281
2024-11-03,0.12696505503675162
2024-11-04,0.10992971823026845
2024-11-05,0.09581954217755546
2024-11-06,0.09390066244714655
2024-11-07,0.12064271925663023
2024-11-08,0.10012489211384225
2024-11-09,0.12573471846988624
2024-11-10,0.11217137571031865
2024-11-11,0.11912079084460149
2024-11-12,0.17433537105125732
2024-11-13,0.17788945047426913
2024-11-14,0.15663592014241462
2024-11-15,0.0680327314344841
2024-11-16,0.17995843690921212
2024-11-17,0.2274951591318169
2024-11-18,0.14100121069432253
2024-11-19,0.21270000578069248
2024-11-20,0.24985525513495155
2024-11-21,0.2156580238146972
2024-11-22,0.16932687319369627
2024-11-23,0.2356753603808923
2024-11-24,0.3086301587613424
2024-11-25,0.31794800869477674
2024-11-26,0.224893599387517
2024-11-27,0.3102140413302606
2024-11-28,0.2761331783580007
2024-11-29,0.2610055539200412
2024-11-30,0.4385170804290624
2024-12-01,0.43544138518316255
2024-12-02,0.48457386250060525
2024-12-03,0.5332044555166536
2024-12-04,0.5275884843593631
2024-12-05,0.4924058251418422
2024-12-06,0.4368411473794463
2024-12-07,0.49396244353307195
2024-12-08,0.5194809536270953
2024-12-09,0.4852323918810493
2024-12-10,0.39499119134375316
2024-12-11,0.410377304575923
2024-12-12,0.4716618102495761
2024-12-13,0.4280319455515939
2024-12-14,0.43916785105185474
2024-12-15,0.4133966529910259
2024-12-16,0.43971874873564604
2024-12-17,0.42384937096618097
2024-12-18,0.4359831120614337
2024-12-19,0.39163938771597967
2024-12-20,0.3023132023791444
2024-12-21,0.3734689796298338
2024-12-22,0.3174020957306889
2024-12-23,0.32869174554113534
2024-12-24,0.3690546229338132
2024-12-25,0.4060003067473099
2024-12-26,0.40268922794854195
2024-12-27,0.36392764533955396
2024-12-28,0.3241231488242847
2024-12-29,0.35861457609289943
2024-12-30,0.3266054826714789
2024-12-31,0.3283814388750107
2025-01-01,0.309389077742289
2025-01-02,0.37805730151497213
2025-01-03,0.38424310601141204
2025-01-04,0.4275219848259772
2025-01-05,0.41211636904010623
2025-01-06,0.4062399268808827
2025-01-07,0.4428642173705071
2025-01-08,0.37892667987345835
2025-01-09,0.3732238859533654
2025-01-10,0.32911092771134715
