Date,Predicted
2024-01-08,-5.869092096067102
2024-01-09,-5.245517607254669
2024-01-10,-5.241549263329116
2024-01-11,-5.470014191792615
2024-01-12,-5.640821480472582
2024-01-13,-5.522479076762625
2024-01-14,-5.970216492365827
2024-01-15,-6.013094052287769
2024-01-16,-6.190093792033116
2024-01-17,-6.166794279156928
2024-01-18,-6.16849256925193
2024-01-19,-6.163722506005475
2024-01-20,-6.083446533789008
2024-01-21,-6.561083055389603
2024-01-22,-6.699616177959205
2024-01-23,-6.010334720719195
2024-01-24,-5.959679870821701
2024-01-25,-6.309629411780344
2024-01-26,-6.38152236322118
2024-01-27,-6.570060352949339
2024-01-28,-6.86449288562596
2024-01-29,-6.56366561730671
2024-01-30,-6.681766462950888
2024-01-31,-6.594060169777569
2024-02-01,-6.2677166866756355
2024-02-02,-6.532553832285412
2024-02-03,-6.74860774140815
2024-02-04,-6.802453938018662
2024-02-05,-6.841043136085858
2024-02-06,-6.7538861821291984
2024-02-07,-6.793243354904133
2024-02-08,-6.899135772341115
2024-02-09,-6.853902510714319
2024-02-10,-6.711530579018264
2024-02-11,-6.847125422727524
2024-02-12,-6.807817492414144
2024-02-13,-6.443822654437431
2024-02-14,-6.475977118645009
2024-02-15,-6.679994419152022
2024-02-16,-6.469255700426304
2024-02-17,-6.478646098648074
2024-02-18,-6.654748460542972
2024-02-19,-6.768626599859353
2024-02-20,-6.492339301749505
2024-02-21,-6.26224889749615
2024-02-22,-6.370510076781223
2024-02-23,-6.488499311868106
2024-02-24,-6.325307899078573
2024-02-25,-6.496739867293567
2024-02-26,-6.109224150519811
2024-02-27,-6.246817637301023
2024-02-28,-6.246344478578275
2024-02-29,-5.3256998365760335
2024-03-01,-5.672964200820807
2024-03-02,-6.068824083965717
2024-03-03,-5.780881696755701
2024-03-04,-5.322318808990911
2024-03-05,-5.394272642610835
2024-03-06,-4.776759945189554
2024-03-07,-5.388006149870642
2024-03-08,-5.164313292206085
2024-03-09,-5.465946722742228
2024-03-10,-5.929968712873903
2024-03-11,-5.9401406246187545
2024-03-12,-5.241318885031237
2024-03-13,-5.219023924592297
2024-03-14,-5.369217339295414
2024-03-15,-5.416691921781429
2024-03-16,-5.107859725134118
2024-03-17,-5.253709594695392
2024-03-18,-5.505744874969409
2024-03-19,-5.613717382274116
2024-03-20,-5.172686714962527
2024-03-21,-5.269363705498979
2024-03-22,-5.490425825935843
2024-03-23,-5.5257372817421455
2024-03-24,-5.985855013572883
2024-03-25,-5.951951362829519
2024-03-26,-5.9508863790853095
2024-03-27,-5.7562278147657295
2024-03-28,-5.674057663100665
2024-03-29,-6.11775729567719
2024-03-30,-5.913901446722977
2024-03-31,-6.3491322924098474
2024-04-01,-6.623810318892772
2024-04-02,-5.839090791332486
2024-04-03,-5.694688110781568
2024-04-04,-5.969317329185856
2024-04-05,-6.191329074244157
2024-04-06,-6.124796723812717
2024-04-07,-6.669024566184369
2024-04-08,-6.6500829193208775
2024-04-09,-6.525833685090966
2024-04-10,-6.358548756274972
2024-04-11,-6.235807956367404
2024-04-12,-6.475280727437725
2024-04-13,-4.991694900116159
2024-04-14,-4.962672637460484
2024-04-15,-5.226851248264063
2024-04-16,-5.4353743239709535
2024-04-17,-5.336165309107214
2024-04-18,-5.48263111732245
2024-04-19,-5.491237521197176
2024-04-20,-5.419260758565177
2024-04-21,-5.915729926074183
2024-04-22,-6.07916091580633
2024-04-23,-6.068082798347672
2024-04-24,-6.164189326116796
2024-04-25,-4.846671832990015
2024-04-26,-5.58045165657585
2024-04-27,-5.5397529921673865
2024-04-28,-5.676463864942061
2024-04-29,-6.164074901432145
2024-04-30,-5.826161470882603
2024-05-01,-5.573599763454907
2024-05-02,-5.493947507402506
2024-05-03,-5.966379313159925
2024-05-04,-6.262900559596771
2024-05-05,-6.522221065932646
2024-05-06,-6.257564578609829
2024-05-07,-6.138456513722437
2024-05-08,-6.2970487250106135
2024-05-09,-6.109312263228154
2024-05-10,-6.445580155529696
2024-05-11,-6.397705844776066
2024-05-12,-6.679409885226136
2024-05-13,-6.843978592804232
2024-05-14,-6.360163830003828
2024-05-15,-6.340060966456305
2024-05-16,-6.365616793826055
2024-05-17,-6.500540104029225
2024-05-18,-6.615715027373049
2024-05-19,-6.79311257488935
2024-05-20,-6.681686408884554
2024-05-21,-6.423440936278645
2024-05-22,-6.111807670048927
2024-05-23,-6.323741447016415
2024-05-24,-6.013983066628885
2024-05-25,-6.364883521710004
2024-05-26,-6.576926699578744
2024-05-27,-6.657644372438036
2024-05-28,-6.504869802731427
2024-05-29,-6.287426100220672
2024-05-30,-6.501974358340856
2024-05-31,-6.591442190759242
2024-06-01,-6.695033559428644
2024-06-02,-7.158833592333623
2024-06-03,-6.955397027061612
2024-06-04,-6.821041371075872
2024-06-05,-6.910951837523802
2024-06-06,-7.080441612376719
2024-06-07,-7.059874518367594
2024-06-08,-5.569254154029391
2024-06-09,-6.613722486245228
2024-06-10,-6.794774887363056
2024-06-11,-6.588316005051325
2024-06-12,-5.981116623694985
2024-06-13,-6.090873327469321
2024-06-14,-6.279286054500571
2024-06-15,-6.103464691429348
2024-06-16,-6.634083810392966
2024-06-17,-6.60295559622217
2024-06-18,-6.0228474615592
2024-06-19,-5.523541746909921
2024-06-20,-6.17566232815968
2024-06-21,-6.1472442595159364
2024-06-22,-6.113395714597516
2024-06-23,-6.469497031840381
2024-06-24,-6.50471813794279
2024-06-25,-5.872549942536484
2024-06-26,-6.4856829201862745
2024-06-27,-6.51492227233531
2024-06-28,-6.602622811776014
2024-06-29,-6.49195458326516
2024-06-30,-6.920142124680641
2024-07-01,-6.648141953635106
2024-07-02,-6.644231235226052
2024-07-03,-6.6839697060272245
2024-07-04,-6.522030748867266
2024-07-05,-6.127215554529897
2024-07-06,-5.4456323391991255
2024-07-07,-6.26889312616124
2024-07-08,-6.166294628012296
2024-07-09,-5.569106765248004
2024-07-10,-6.081236198291354
2024-07-11,-6.277374903755698
2024-07-12,-6.226330068499319
2024-07-13,-6.512691736779977
2024-07-14,-6.617792820567869
2024-07-15,-6.576636815814728
2024-07-16,-6.457538681435322
2024-07-17,-6.3199806435296
2024-07-18,-6.526751525526633
2024-07-19,-6.513811799348735
2024-07-20,-6.549020611825186
2024-07-21,-6.709673999803043
2024-07-22,-6.496114132476304
2024-07-23,-6.568215027120934
2024-07-24,-6.346072340992341
2024-07-25,-6.546948435800274
2024-07-26,-6.266696745883874
2024-07-27,-6.706085362951406
2024-07-28,-6.610802618015255
2024-07-29,-6.922466081830012
2024-07-30,-6.591841178434339
2024-07-31,-6.637232901809238
2024-08-01,-6.514750637151487
2024-08-02,-6.300710827050503
2024-08-03,-6.058292070650679
2024-08-04,-6.19792959707441
2024-08-05,-6.045061060395888
2024-08-06,-4.76093363757008
2024-08-07,-5.7264493108509456
2024-08-08,-5.6852666738891084
2024-08-09,-5.850425326053319
2024-08-10,-6.094717525356806
2024-08-11,-6.350022206396773
2024-08-12,-6.26778048286171
2024-08-13,-6.067166004325914
2024-08-14,-6.336510910970629
2024-08-15,-6.402964505399662
2024-08-16,-6.419949788519016
2024-08-17,-6.194053185225558
2024-08-18,-6.643096986369589
2024-08-19,-6.592668240898764
2024-08-20,-6.402958417339828
2024-08-21,-6.315988413550125
2024-08-22,-6.286639449381565
2024-08-23,-6.4601910157763704
2024-08-24,-6.500799922403695
2024-08-25,-6.451656862136353
2024-08-26,-6.486754980774521
2024-08-27,-6.4047317472297856
2024-08-28,-6.286306117014953
2024-08-29,-6.153975779782272
2024-08-30,-6.432999270665335
2024-08-31,-6.373368263873183
2024-09-01,-6.6866111624687035
2024-09-02,-6.46804254491566
2024-09-03,-6.4936001874975435
2024-09-04,-6.610035655821699
2024-09-05,-6.332805070122561
2024-09-06,-6.6039040982738655
2024-09-07,-6.240805029905069
2024-09-08,-6.55842480396182
2024-09-09,-6.450801664049079
2024-09-10,-6.464464824197043
2024-09-11,-6.551485734337136
2024-09-12,-6.397118769998554
2024-09-13,-6.6222067502702595
2024-09-14,-6.6008128061493085
2024-09-15,-6.772960407630517
2024-09-16,-6.700500215106556
2024-09-17,-6.548525629201217
2024-09-18,-6.505648585305238
2024-09-19,-6.32541463326516
2024-09-20,-6.597165485100842
2024-09-21,-6.501632709371933
2024-09-22,-6.738930967450088
2024-09-23,-6.5546169314991545
2024-09-24,-6.45039455181427
2024-09-25,-6.45396763607213
2024-09-26,-6.43740942382589
2024-09-27,-6.528411876642897
2024-09-28,-6.564155262700897
2024-09-29,-6.687753433871939
2024-09-30,-6.579075144760342
2024-10-01,-6.337827643421688
2024-10-02,-6.037321676154966
2024-10-03,-6.187471671350677
2024-10-04,-6.099694673827495
2024-10-05,-6.336418503654755
2024-10-06,-6.598362833531649
2024-10-07,-6.594410968323694
2024-10-08,-6.304614419647894
2024-10-09,-6.352266014128921
2024-10-10,-6.407513177516325
2024-10-11,-6.501065598410038
2024-10-12,-6.689936930944353
2024-10-13,-6.814807224391956
2024-10-14,-6.699495711744495
2024-10-15,-6.643806735110424
2024-10-16,-6.310559733669939
2024-10-17,-6.590064272037514
2024-10-18,-6.592049771816054
2024-10-19,-6.74124624669059
2024-10-20,-6.77343218351204
2024-10-21,-6.727248466394856
2024-10-22,-6.564005721512765
2024-10-23,-6.570555833946409
2024-10-24,-6.6982733218894195
2024-10-25,-6.755877269491301
2024-10-26,-6.294430339432939
2024-10-27,-6.635430237608935
2024-10-28,-6.827293597203894
2024-10-29,-6.604049759949248
2024-10-30,-6.651627103767143
2024-10-31,-6.6987210164107385
2024-11-01,-6.626411558372073
2024-11-02,-6.5523811946358075
2024-11-03,-6.847406873740336
2024-11-04,-6.454822470506478
2024-11-05,-6.462671664394195
2024-11-06,-6.444311119523416
2024-11-07,-6.209100717091465
2024-11-08,-6.445612788708819
2024-11-09,-6.284622763569397
2024-11-10,-6.404552513240813
2024-11-11,-5.827526329276461
2024-11-12,-5.835433012017322
2024-11-13,-5.392709836412016
2024-11-14,-5.392658805453022
2024-11-15,-5.5064805975263145
2024-11-16,-4.716657548164671
2024-11-17,-4.809236270141945
2024-11-18,-5.377650515083186
2024-11-19,-4.552065749310968
2024-11-20,-4.7512326743316
2024-11-21,-5.160026238869336
2024-11-22,-5.226382615160466
2024-11-23,-4.896066327486185
2024-11-24,-4.516790514897416
2024-11-25,-4.669020314918811
2024-11-26,-4.936308534275228
2024-11-27,-4.79997767005506
2024-11-28,-4.868663681939059
2024-11-29,-5.132903415423434
2024-11-30,-4.295341566349595
2024-12-01,-4.424134320620456
2024-12-02,-4.3867027746917575
2024-12-03,-4.202680118971073
2024-12-04,-3.9538569580317113
2024-12-05,-4.528823652020042
2024-12-06,-4.4438734193340474
2024-12-07,-4.785093910531099
2024-12-08,-4.733523407527146
2024-12-09,-5.156075396370715
2024-12-10,-4.1757757819917405
2024-12-11,-4.442088240375165
2024-12-12,-4.933084074677702
2024-12-13,-5.029093582135679
2024-12-14,-5.198025194056437
2024-12-15,-5.604393808907815
2024-12-16,-5.451099313427635
2024-12-17,-5.425642988084359
2024-12-18,-5.1968547786681505
2024-12-19,-5.038679921904752
2024-12-20,-4.885152261111672
2024-12-21,-4.765085032088614
2024-12-22,-5.0305542599000965
2024-12-23,-4.979567397503011
2024-12-24,-4.901016046218022
2024-12-25,-5.130985230674523
2024-12-26,-5.64822950904269
2024-12-27,-5.629882574853747
2024-12-28,-5.521013438020404
2024-12-29,-5.887168536070638
2024-12-30,-5.992651456765769
2024-12-31,-5.6033046701869
2025-01-01,-5.570762538556888
2025-01-02,-5.471478484653513
